name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file
Royal java time,Bakery,Bakery,"MCCC+F9H, Ganeshthan Road, Bhaktapur 44800, Nepal",Bhaktapur,27.671236,85.4211397,4.2,19,0,0,2,12,4.2,98,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
Royal Thai Hospitality,Restaurant,Restaurant,"Araniko Highway Service Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6749012,85.3964525,3.7,12,0,3,3,1,3.7,98,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,
Royale Coffee. And Food Station,Coffee shop,Coffee shop,"MFX9+R4H, Nagarkot Road, Changunarayan 44600, Nepal",Changunarayan,27.6995554,85.4678738,4.1,20,0,0,2,14,4.1,91,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,
RR Fast Food & Momo Center,Cafe,Cafe,"M9FF+F5R, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6737416,85.3728929,4.3,11,0,1,0,5,4.3,91,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
RS Khaja ghar kadhagari,Restaurant,Restaurant,"Jagatjsung marga, Gandi 44600, Nepal",Gandi,27.6963928,85.3682705,3.4,21,1,6,3,6,3.4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
S & S Khaja Ghar & Sekuwa Corner,Cafe,Cafe,"MC7F+HH2, Suryabinayak 44800, Nepal",Suryabinayak,27.6641245,85.4240109,4.7,7,0,0,0,3,4,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
S &S Fast Food,Restaurant,Restaurant,"MF98+FM8, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6686628,85.4666982,5,4,0,0,0,1,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S Kitchen Fast Food,Fast food restaurant,Fast food restaurant,"M9MQ+626, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.683029,85.3875118,3,3,0,1,1,1,0,77,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,
Sabaiko Live Bakery,Bakery,Bakery,"M99P+X87, Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.6699192,85.3857994,3.7,21,1,0,12,0,3.7,98,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
Sabin Bhabuk Residence,Pub,Pub,"Bhaktapur 44800, Nepal",Bhaktapur,27.6727835,85.3742709,1,1,1,0,0,0,0,168,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Sabina Kirana Pasal,Cafe,Cafe,"MFPJ+HG4, Unnamed Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6863958,85.4813265,4.4,16,0,0,0,10,4.4,70,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sabina mine market,Cafe,Cafe,"VDC Office-Sudal, Unnamed Road, Mahamanjushree Nagarkot 44812, Nepal",Mahamanjushree Nagarkot,27.6865012,85.4806951,3.8,11,0,2,1,5,3.8,105,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sadabahar Chowmein House,Restaurant,Restaurant,"M9PH+C5P, Dhunche Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6860982,85.3779677,4,1,0,0,0,1,0,87.5,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,
Sagar fast food and cafe,Restaurant,Restaurant,"M9GG+MG9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6766699,85.3763603,3.9,7,0,0,2,4,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sagar Khaza Ghar,Restaurant,Restaurant,"MC9J+X64, Bhaktapur 44800, Nepal",Bhaktapur,27.6698976,85.4305634,3.1,144,2,26,76,37,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sagar tea shop,Coffee shop,Coffee shop,"PC3Q+495, Bhaktapur, Nepal",Bhaktapur,27.7027997,85.4385237,4,106,0,2,23,58,23,63,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Saila saili pasal,Coffee shop,Coffee shop,"M9HV+7RM, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6782206,85.3945506,5,3,0,0,0,1,2,91,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sailunge Khaja Ghar,Fast food restaurant,Fast food restaurant,"M9G9+2HM, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6750836,85.3689089,4.4,27,1,3,0,4,4.4,84,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,
Sakotha Woh-Chatamari Fast Food,Fast food restaurant,Fast food restaurant,"MCCH+PQH, Bhaktapur 44800, Nepal",Bhaktapur,27.6719049,85.4294072,5,1,0,0,0,0,1,66.27,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,
Sakura resort,Bed & breakfast,Bed & breakfast,"MF62+7F7, Bhaktapur, Nepal",Bhaktapur,27.6606679,85.4511609,3.2,25,6,1,7,5,3.2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Salla Cafe,Restaurant,Restaurant,"MCF5+GWV, Bhaktapur 44800, Nepal",Bhaktapur,27.6738651,85.4097823,5,3,0,0,0,1,2,63,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,
SallaGhari Khaja Ghar,Fast food restaurant,Fast food restaurant,"MCF6+G32, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6737669,85.4101513,1,1,1,0,0,0,0,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Samdan sekuwa corner,Coffee shop,Coffee shop,"MC4H+G59, Suryabinayak, Nepal",Suryabinayak,27.656019,85.4284413,4,6,0,0,2,3,1,84,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
Samir khaja Ghar,Cafe,Cafe,"MC6G+PF8, Suryabinayak 44800, Nepal",Suryabinayak,27.6617848,85.4261976,5,7,0,0,0,2,5,140,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
Samjhana Chatpate and Panipuri,Fast food restaurant,Fast food restaurant,"M9FX+X4W, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6749768,85.3978151,3.6,22,0,4,9,1,3.6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Samjhana Khaja Ghar,Restaurant,Restaurant,"Amar Singh Chowk, Kageshwori Manohara, Nepal",Kageshwori Manohara,27.7013691,85.3855525,3.5,27,1,5,3,16,3.5,91,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,
Samrakshyak Sainju,Tea store,Tea store,"MC35+G37, Anantalingeshwar, Nepal",Anantalingeshwar,27.6537851,85.4076709,3.1,15,5,1,2,2,3.1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Samsara Restro,Fast food restaurant,Fast food restaurant,"Thimi, Kathmandu 44600, Nepal",Kathmandu,27.6692896,85.3859474,4.3,28,1,0,5,6,4.3,84,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,
Samsara thakali restaurant,Thai restaurant,Thai restaurant,"Inacho - Hanumanghat Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.672294,85.433751,3.9,18,0,0,5,10,3,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sandar MoMo,Momo restaurant,Momo restaurant,"MCCC+JX6, Bhaktapur 44800, Nepal",Bhaktapur,27.6715316,85.4224053,4.8,8,0,0,0,3,5,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sandar Momo (Balkot Branch),Asian restaurant,Asian restaurant,"M988+4V9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6652922,85.3672327,3.2,13,3,2,1,4,3.2,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sandar Momo Radhe Radhe,Momo restaurant,Momo restaurant,"Radhe Radhe Rd, Bhaktapur, Nepal",Bhaktapur,27.6765189,85.3982259,3.9,26,3,0,2,13,3.9,98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sandesh Computer,Internet cafe,Internet cafe,"MCGV+W6G, Bhaktapur 44800, Nepal",Bhaktapur,27.6773638,85.443104,5,3,0,0,0,1,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sandwich O' Clock,Restaurant,Restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6768088,85.3980483,4.3,20,1,2,0,4,4.3,77,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,
Sanereetaz Balakhu Café,Coffee shop,Coffee shop,"Balakhu 44800, Nepal",Balakhu,27.6726124,85.4292056,4.9,22,0,0,1,7,14,122.5,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,
SanjaBunja (सजॅंबुजॅं),Restaurant,Restaurant,"Madhyapur Thimi 4, Bhaktapur 44600, Nepal",Bhaktapur,27.675553,85.3842259,3.6,18,1,3,2,9,3.6,84,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,
Sanju Cold Store,Restaurant,Restaurant,"MCG8+9VP, Bhaktapur 44800, Nepal",Bhaktapur,27.6759705,85.4171998,3.7,158,0,6,55,78,19,77,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sannilye khaja ghar,Chicken restaurant,Chicken restaurant,"JFV7+GXC, Suryabinayak, Nepal",Suryabinayak,27.6438161,85.4648777,4.2,12,0,0,4,2,4.2,63,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sano khaja pasal,Family restaurant,Family restaurant,"PC67+PP5, Changunarayan Road, Changunarayan 44600, Nepal",Changunarayan,27.7117664,85.414356,4,18,1,1,3,5,4,77,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sanu Mo:Mo: Center and Bhojanalay,Dumpling restaurant,Dumpling restaurant,"MCC4+QG2, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6718939,85.4062693,5,1,0,0,0,0,1,90,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
Sargun Cake and Pastries,Bakery,Bakery,"M9FF+F96, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6736719,85.3733955,3,13,1,3,6,1,3,94.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sarkar Newa Khaja Ghar,Restaurant,Restaurant,"M9JP+485, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6802712,85.3858719,3.7,15,4,1,0,1,3.7,98,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,
Sarlahi Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC97+F5M, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6687012,85.4129098,5,1,0,0,0,0,1,98,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
"Sarswati khajaghar Gankhu सरस्वति खाना तथा खाजा घर,गाँखु",Restaurant,Restaurant,"Gankhu Rd, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6864771,85.3971473,3.4,16,3,0,6,2,3.4,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sasto mitho khaja ghar,Restaurant,Restaurant,"MC8C+4XF Sasto mitho khaja ghar, Suryabinayak 44800, Nepal",Suryabinayak,27.6653184,85.4224212,5,1,0,0,0,0,1,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sathi Bhai Dairy and Bakery Farm,Bakery,Bakery,"M9JC+39G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6798284,85.3713778,5,2,0,0,0,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sathiko Bakes & Cakes,Cafe,Cafe,"Milanchowk, Suryabinayak-10, Suryabinayak, Nepal",Suryabinayak,27.6555219,85.4603871,4.5,6,0,0,0,3,3,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Satyam paan shop,Bakery,Bakery,"M9HG+56G, Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6779427,85.3755865,3.2,23,6,5,1,1,3.2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sauvagya Bakes & Cakes,Bakery,Bakery,"Bhaktapur 44800, Nepal",Bhaktapur,27.6709676,85.3842489,3.2,13,2,3,1,5,3.2,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sawaa Garden Cafe,Restaurant,Restaurant,"Madhyapur Thimi, Kamerotar, Nepal",Madhyapur Thimi,27.6766824,85.3933197,5,1,0,0,0,0,1,77,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,
Seabird Resort,Restaurant,Restaurant,"JFW8+452, Suryabinayak, Nepal",Suryabinayak,27.645253,85.4653939,3,30,2,4,18,5,3,84,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,
Seed & Spoon,Restaurant,Restaurant,"Ratopati Kamalbinayak-Jitpur, Chagunarayan 08, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6818442,85.4583658,4.3,15,0,0,2,8,5,101.5,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,
Seema food industries,Bakery,Bakery,"M9W9+5VP, Kathmandu 44600, Nepal",Kathmandu,27.6954588,85.3697116,3.9,17,0,0,9,1,3.9,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sekuwa ghar,Barbecue restaurant,Barbecue restaurant,"MC5H+57C Darjeling hight, Suryabinayak 44800, Nepal",Suryabinayak,27.657943,85.428135,3.1,18,0,9,3,2,3.1,105,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Sekuwa park,Barbecue restaurant,Barbecue restaurant,"Radhe Radhe Rd, Bhaktapur, Nepal",Bhaktapur,27.6809911,85.397652,3.7,3,0,0,1,2,0,90,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,
Sekuwalaya,Bar,Bar,"MCCM+V6Q, Bhaktapur 44800, Nepal",Bhaktapur,27.6723152,85.4328948,4.4,7,0,0,1,3,3,63,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Seto Parda Khaja Ghar,Fast food restaurant,Fast food restaurant,"M9F9+HCH, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6739305,85.3686086,4.3,23,1,1,0,10,4.3,73.5,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,
Seven Eleven,Restaurant,Restaurant,"Unnamed Road, Kathmandu 44600, Kathmandu 44600, Nepal",Kathmandu,27.6985881,85.3687532,3.9,17,0,3,4,2,3.9,98,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,
SEWA Resturant,Family restaurant,Family restaurant,"M9MQ+X32, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.684881,85.3876516,3.4,13,0,5,1,4,3.4,91,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,
Sewaro Food Cafe,Fast food restaurant,Fast food restaurant,"M9FF+C2Q १५, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6735751,85.3726108,4.5,15,0,2,0,2,4.5,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sewaro Yung Sum Sekuwa Corner,Family restaurant,Family restaurant,"M9XF+3V9, Birbhadra Marg, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6976545,85.3747365,4.4,30,0,4,1,5,4.4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sha-Jhya Cafe & Funkey Delights,Cafe,Cafe,"MCCH+QR9, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6719183,85.4296154,5,2,0,0,0,1,1,91,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,
Shailungeshwor Dairy & Bakery,Bakery,Bakery,"M9FJ+722, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6731362,85.3800252,3.9,10,0,0,1,9,3.9,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHAKTI DONUT STORE,Bakery,Bakery,"MCH2+RF7, Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6795461,85.4011803,3.4,26,0,0,17,8,3.4,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shandaar Mo:Mo,Cafe,Cafe,"MC96+R9V, Suryabinayak 44800, Nepal",Suryabinayak,27.6696249,85.4109317,4,2,0,0,1,1,0,77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Shandar Everest MoMo Purano Thimi,Momo restaurant,Momo restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6830967,85.3865375,3.5,27,2,6,1,13,3.5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHANDAR MO:MO,Restaurant,Restaurant,"Kamalbinayak, BATYAKAPATI, Nepal",BATYAKAPATI,27.6758611,85.448792,4,22,0,0,5,12,5,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Shandar Mo:Mo Birendra Chowk, Kadaghari",Momo restaurant,Momo restaurant,"M9XF+CC3 Kageshwori Manohara, Birbhadra Marg, Kathmandu 44600, Nepal",Kathmandu,27.6985501,85.373722,3.4,24,0,5,9,6,3.4,101.5,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,
Shandar Momo - Gatthaghar (शानदार मःमः),Dumpling restaurant,Dumpling restaurant,"M9HJ+778, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.673639,85.3734622,3.7,11,0,0,6,2,3.7,91,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
Shanghai Express | Chinese Restaurant,Chinese restaurant,Chinese restaurant,"14 Pottery Square, Bhaktapur 00001, Nepal",Bhaktapur,27.6699502,85.4277479,4.3,16,0,0,2,8,6,98,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Shankha lal khaja ghar,Fast food restaurant,Fast food restaurant,"MCXW+45J, Chhaling Road, Bhaktapur, Nepal",Bhaktapur,27.6978251,85.4453949,5,2,0,0,0,1,1,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Shankhadhar Newari KhajaGhar,Restaurant,Restaurant,"M9CM+XVG, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6724497,85.3847092,4.3,23,0,1,2,10,4.3,98,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
Shanti hotel,Cafe,Cafe,"M9JR+V6F, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.682465,85.3906516,4,20,0,4,2,5,4,105,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,
Shanti Khaja Ghar,Restaurant,Restaurant,"M9QR+52V, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6879753,85.3900556,4.3,28,0,1,6,5,4.3,63,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
Shanti Special Food Industry Private Limited,Bakery,Bakery,"Suryabinayak 44800, Nepal",Suryabinayak,27.6629488,85.4185637,4.5,28,0,0,3,9,4.5,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shashil group,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6716926,85.4078369,5,8,0,0,0,2,6,144,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sheraton Banquet,Bar,Bar,"MC7R+6RG, Jagati Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6630623,85.442084,4.3,13,0,1,1,4,4.3,84,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,
Shirish room,Tea house,Tea house,"M9HV+V89, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6797213,85.3933434,4.2,11,0,2,0,3,4.2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shiva Guest House,Cafe,Cafe,"Durbar square, Bhaktapur 46800, Nepal",Bhaktapur,27.6718108,85.428603,5,1,0,0,0,0,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shiva ram house,Bar,Bar,"MCFQ+RXR, Bhaktapur 44800, Nepal",Bhaktapur,27.6746056,85.4399017,5,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Shiva sweets and fastfood restro,Restaurant,Restaurant,"MCF5+RQF, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6745623,85.4094066,4.5,8,0,0,0,4,4,92.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,
Shivakoti Tea Shop,Tea house,Tea house,"M9GX+52Q, Unnamed Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754601,85.3975955,3.6,23,0,3,6,12,3.6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shova Coffee Shop,Coffee shop,Coffee shop,"MCCC+JM3, Siddhaphokari, Bhaktapur 44800, Nepal",Bhaktapur,27.67151,85.4216859,4.3,311,0,1,38,160,112,98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Shova Dairy,Bakery,Bakery,"M97R+PJM, Anantalingeshwar, Nepal",Anantalingeshwar,27.6643386,85.3916075,4.1,21,0,5,0,4,4.1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shree bajrabarahi newari mithai pasal,Bakery,Bakery,"M9QQ+PR2, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6892554,85.3895181,3.6,11,0,3,0,6,3.6,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shree Dolkha Khaja Ghar and Restaurant,Restaurant,Restaurant,"PC57+42X, Changunarayan 44600, Nepal",Changunarayan,27.7078514,85.4126141,4.5,14,0,0,2,3,4.5,63,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,
Shree Jagati Mithai Bhandar,Candy store,Candy store,"jagati, Bhaktapur 44800, Nepal",Bhaktapur,27.6665544,85.4377743,4.5,22,0,0,2,10,10,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shree Krishnarpanam Sweets And Chaat House,Restaurant,Restaurant,"Marselee Complex, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.674294,85.374302,3,29,4,11,3,4,3,94.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,
Shree Shiddhikali Newa Suli,Restaurant,Restaurant,"M9JM+H76, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6814131,85.3831463,3.2,23,6,4,3,0,3.2,91,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
Shreezan house,Restaurant,Restaurant,"Nikosera 3, Bhaktapur, Nepal",Bhaktapur,27.6809798,85.3988183,4.9,57,0,0,2,18,37,105,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,
Shrestha Coffee Shop,Cafe,Cafe,"MCF5+MRV, Bhaktapur 44800, Nepal",Bhaktapur,27.6742261,85.4095526,5,3,0,0,0,1,2,94.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,
Shrestha Cold Store,Bar,Bar,"Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.6665662,85.3886581,5,3,0,0,0,1,2,84,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,
Shrestha Food &Cafe,Fast food restaurant,Fast food restaurant,"M988+2VV, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6651056,85.3670338,3.7,30,0,0,19,2,3.7,91,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
Shrestha Khaja Ghar,Restaurant,Restaurant,"M9FX+4RF, Araniko Highway, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6728164,85.3995381,3.7,25,0,1,12,6,3.7,105,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Shreya Newari Khaja Ghar,Family restaurant,Family restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.674057,85.4421886,5,2,0,0,0,1,1,63,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shriyanka Burger Hub,Restaurant,Restaurant,"MCFG+587, Durbar Square Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6729162,85.42575,4.4,14,0,0,1,7,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shubha Shree Party Palace,Restaurant,Restaurant,"M9VF+GRR, Unnamed Road, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6938686,85.3745156,3.7,13,0,0,6,5,3.7,152,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,
Shubhi's Bhansa Ghar,Restaurant,Restaurant,"M978+H4W, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6639802,85.3653369,4.2,10,0,0,1,6,4.2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shyam Khaja Ghar,Fast food restaurant,Fast food restaurant,"Teen Dhara, Suryabinayak, Nepal",Suryabinayak,27.6623595,85.4076821,3.4,28,4,8,2,2,3.4,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Shyam mahat pasal,Bar,Bar,"JFV5+HFH, Suryabinayak, Nepal",Suryabinayak,27.6438815,85.458699,3.9,22,0,0,5,15,3.9,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Siddhapokhari Kirana Pasal,Coffee shop,Coffee shop,"MCCC+G24, Bhaktapur 44800, Nepal",Bhaktapur,27.6711801,85.4200541,3.6,80,0,4,31,37,8,70,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Siddhibinayak Bakers House,Bakery,Bakery,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6743321,85.3709832,4,27,0,3,5,9,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Siddhilaxmi Mithai and Dahi Bhandar,Bakery,Bakery,"Suryabinayak 44800, Nepal",Suryabinayak,27.6653963,85.4252398,4,17,0,5,1,0,4,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sijan Bakery,Bakery,Bakery,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6718831,85.3782443,3.2,24,1,7,9,1,3.2,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Simple Food Corner (SASA),Fast food restaurant,Fast food restaurant,"MCM6+GQ7, Bhaktapur Road, Changunarayan, Nepal",Changunarayan,27.6837882,85.4119169,3.3,25,5,3,6,2,3.3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sindhu Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC89+JQ9, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6665413,85.4194733,5,1,0,0,0,0,1,91,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
